Apr  9 04:00:00 VPX-13 newsyslog[72292]: logfile turned over due to size>100K
Apr  9 04:02:33 <local0.info> 192.168.101.5 04/09/2021:04:02:33 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87417 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder policy Test-Payload" - Status "Success" 
Apr  9 04:02:33 <local0.info> 192.168.101.5 04/09/2021:04:02:33 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87418 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns assignment" - Status "Success" 
Apr  9 04:02:34 <local0.info> 192.168.101.5 04/09/2021:04:02:34 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87419 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns variable" - Status "Success" 
Apr  9 04:02:34 <local0.info> 192.168.101.5 04/09/2021:04:02:34 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87420 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:02:38 <local0.info> 192.168.101.5 04/09/2021:04:02:38 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87421 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show policy expression" - Status "Success" 
Apr  9 04:02:38 <local0.info> 192.168.101.5 04/09/2021:04:02:38 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87422 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder policy Test_Policy_Extension_pol" - Status "Success" 
Apr  9 04:02:39 <local0.info> 192.168.101.5 04/09/2021:04:02:39 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87423 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show appflow action" - Status "Success" 
Apr  9 04:02:39 <local0.info> 192.168.101.5 04/09/2021:04:02:39 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87424 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show audit messageaction" - Status "Success" 
Apr  9 04:02:39 <local0.info> 192.168.101.5 04/09/2021:04:02:39 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87425 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder action" - Status "Success" 
Apr  9 04:02:39 <local0.info> 192.168.101.5 04/09/2021:04:02:39 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87426 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns assignment" - Status "Success" 
Apr  9 04:02:39 <local0.info> 192.168.101.5 04/09/2021:04:02:39 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87427 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns variable" - Status "Success" 
Apr  9 04:02:39 <local0.info> 192.168.101.5 04/09/2021:04:02:39 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87428 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87429 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show policy expression" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87430 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show policy expression" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87431 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder action Test_Policy_Extension_act" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-1 : default GUI CMD_EXECUTED 75864 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder htmlpage" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87432 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns variable" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87433 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns variable" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87434 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:02:40 <local0.info> 192.168.101.5 04/09/2021:04:02:40 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87435 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:02:45 <local0.info> 192.168.101.5 04/09/2021:04:02:45 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75865 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:02:49 <local0.info> 192.168.101.5 04/09/2021:04:02:49 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87437 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "set responder action Test_Policy_Extension_act -target "\"WN\"+ SYS.TIME.TYPECAST_TEXT_T.WEEKNUMOFYEAR" -comment "Tests the Week # of Year Policy Extension"" - Status "Success" 
Apr  9 04:02:49 <local0.info> 192.168.101.5 04/09/2021:04:02:49 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87438 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder action Test_Policy_Extension_act" - Status "Success" 
Apr  9 04:02:49 <local0.info> 192.168.101.5 04/09/2021:04:02:49 GMT VPX-13 0-PPE-0 : default SNMP TRAP_SENT 0 0 :  netScalerConfigChange (nsUserName = "nsroot", configurationCmd = "set responder action Test_Policy_Extension_act...", authorizationStatus = authorized, commandExecutionStatus = successful, nsClientIPAddr = 192.168.1.130, nsPartitionName = default)  
Apr  9 04:02:50 <local0.info> 192.168.101.5 04/09/2021:04:02:50 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87440 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "set responder policy Test_Policy_Extension_pol -rule true -action Test_Policy_Extension_act" - Status "Success" 
Apr  9 04:02:50 <local0.info> 192.168.101.5 04/09/2021:04:02:50 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87441 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show responder policy Test_Policy_Extension_pol" - Status "Success" 
Apr  9 04:02:50 <local0.info> 192.168.101.5 04/09/2021:04:02:50 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87442 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "unset responder policy Test_Policy_Extension_pol -undefAction" - Status "Success" 
Apr  9 04:02:50 <local0.info> 192.168.101.5 04/09/2021:04:02:50 GMT VPX-13 0-PPE-0 : default SNMP TRAP_SENT 0 0 :  netScalerConfigChange (nsUserName = "nsroot", configurationCmd = "set responder policy Test_Policy_Extension_pol...", authorizationStatus = authorized, commandExecutionStatus = successful, nsClientIPAddr = 192.168.1.130, nsPartitionName = default)  
Apr  9 04:02:50 <local0.info> 192.168.101.5 04/09/2021:04:02:50 GMT VPX-13 0-PPE-0 : default SNMP TRAP_SENT 0 0 :  netScalerConfigChange (nsUserName = "nsroot", configurationCmd = "unset responder policy Test_Policy_Extension_p...", authorizationStatus = authorized, commandExecutionStatus = successful, nsClientIPAddr = 192.168.1.130, nsPartitionName = default)  
Apr  9 04:02:56 <local0.info> 192.168.101.5 04/09/2021:04:02:56 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87456 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show responder policy" - Status "Success" 
Apr  9 04:02:59 <local0.info> 192.168.101.5 04/09/2021:04:02:59 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87460 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:03:03 <local0.info> 192.168.101.5 04/09/2021:04:03:03 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87465 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:03:04 <local0.info> 192.168.101.5 04/09/2021:04:03:04 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87466 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:03:06 <local0.info> 192.168.101.5 04/09/2021:04:03:06 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87467 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "show responder policy" - Status "Success" 
Apr  9 04:03:09 <local0.info> 192.168.101.5 04/09/2021:04:03:09 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87468 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:09 <local0.info> 192.168.101.5 04/09/2021:04:03:09 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87469 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:03:09 <local0.info> 192.168.101.5 04/09/2021:04:03:09 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87470 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:09 <local0.info> 192.168.101.5 04/09/2021:04:03:09 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87471 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns config" - Status "Success" 
Apr  9 04:03:09 <local0.info> 192.168.101.5 04/09/2021:04:03:09 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87472 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:03:09 <local0.info> 192.168.101.5 04/09/2021:04:03:09 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87473 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:03:10 <local0.info> 192.168.101.5 04/09/2021:04:03:10 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87474 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns config" - Status "Success" 
Apr  9 04:03:10 <local0.info> 192.168.101.5 04/09/2021:04:03:10 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87475 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:10 <local0.info> 192.168.101.5 04/09/2021:04:03:10 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87476 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:13 <local0.info> 192.168.101.5 04/09/2021:04:03:13 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75883 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:03:16 <local0.info> 192.168.101.5 04/09/2021:04:03:16 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87489 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:23 <local0.info> 192.168.101.5 04/09/2021:04:03:23 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87490 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns partition" - Status "Success" 
Apr  9 04:03:23 <local0.info> 192.168.101.5 04/09/2021:04:03:23 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87491 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns partition" - Status "Success" 
Apr  9 04:03:24 <local0.info> 192.168.101.5 04/09/2021:04:03:24 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 87492 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "sftp-server" - Status "Success" 
Apr  9 04:03:25 <local0.info> 192.168.101.5 04/09/2021:04:03:25 GMT VPX-13 0-PPE-1 : default CLI CMD_EXECUTED 75904 0 :  User nsroot - Remote_ip 127.0.0.1 - Command "shell" - Status "Success" 
Apr  9 04:03:27 <local0.info> 192.168.101.5 04/09/2021:04:03:27 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75906 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:03:31 <local0.info> 192.168.101.5 04/09/2021:04:03:31 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87493 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show system file weeknumofyear2.lua -fileLocation "/var/tmp"" - Status "Success" 
Apr  9 04:03:41 <local0.info> 192.168.101.5 04/09/2021:04:03:41 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87494 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:03:48 <local0.info> 192.168.101.5 04/09/2021:04:03:48 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87495 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns config" - Status "Success" 
Apr  9 04:03:49 <local0.info> 192.168.101.5 04/09/2021:04:03:49 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87496 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:49 <local0.info> 192.168.101.5 04/09/2021:04:03:49 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87497 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension" - Status "Success" 
Apr  9 04:03:50 <local0.info> 192.168.101.5 04/09/2021:04:03:50 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87498 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:03:50 <local0.info> 192.168.101.5 04/09/2021:04:03:50 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87499 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns config" - Status "Success" 
Apr  9 04:03:50 <local0.info> 192.168.101.5 04/09/2021:04:03:50 GMT VPX-13 0-PPE-0 : default GUI CMD_EXECUTED 87500 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "show ns extension -detail all" - Status "Success" 
Apr  9 04:03:55 <local0.info> 192.168.101.5 04/09/2021:04:03:55 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87502 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:04:05 <local0.info> 192.168.101.5 04/09/2021:04:04:05 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87505 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:04:06 <local0.info> 192.168.101.5 04/09/2021:04:04:06 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87506 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:04:09 <local0.info> 192.168.101.5 04/09/2021:04:04:09 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87508 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:04:23 <local0.info> 192.168.101.5 04/09/2021:04:04:23 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87509 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:04:37 <local0.info> 192.168.101.5 04/09/2021:04:04:37 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75913 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:04:52 <local0.info> 192.168.101.5 04/09/2021:04:04:52 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75915 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:04:59 <local0.info> 192.168.101.5 04/09/2021:04:04:59 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87511 0 :  Monitor DBSMonServiceBinding_www.googleapis.com:443_(tcp-default)(vpndbssvc_-2094132841) - State UP 
Apr  9 04:05:00 <local0.info> 192.168.101.5 04/09/2021:04:05:00 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87512 0 :  Monitor DBSMonServiceBinding_www.googleapis.com:443_(tcp-default)(vpndbssvc_-2094132841) - State UP 
Apr  9 04:05:06 <local0.info> 192.168.101.5 04/09/2021:04:05:06 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87517 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:05:06 <local0.info> 192.168.101.5 04/09/2021:04:05:06 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87518 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:05:07 <local0.info> 192.168.101.5 04/09/2021:04:05:07 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87519 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:05:16 <local0.info> 192.168.101.5 04/09/2021:04:05:16 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87520 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ns" - Status "Success" 
Apr  9 04:05:16 <local0.info> 192.168.101.5 04/09/2021:04:05:16 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87521 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system" - Status "Success" 
Apr  9 04:05:16 <local0.info> 192.168.101.5 04/09/2021:04:05:16 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75919 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system memory" - Status "Success" 
Apr  9 04:05:16 <local0.info> 192.168.101.5 04/09/2021:04:05:16 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75920 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system cpu" - Status "Success" 
Apr  9 04:05:16 <local0.info> 192.168.101.5 04/09/2021:04:05:16 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75921 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl" - Status "Success" 
Apr  9 04:05:16 <local0.info> 192.168.101.5 04/09/2021:04:05:16 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75922 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat interface" - Status "Success" 
Apr  9 04:05:20 <local0.info> 192.168.101.5 04/09/2021:04:05:20 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87522 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:05:31 <local0.info> 192.168.101.5 04/09/2021:04:05:31 GMT VPX-13 0-PPE-1 : default AAA Message 75925 0 :  "AAA LOGIN DHT: updating entry for user: <nsroot>, flags=0x6, otp=<0>" 
Apr  9 04:05:31 <local0.info> 192.168.101.5 04/09/2021:04:05:31 GMT VPX-13 0-PPE-1 : default AAA Message 75926 0 :  "AAA LOGIN DHT: updated entry for user: <nsroot>, flags=0x0, cur attempts=<0> max attempts=<0>, lock duration=<1>" 
Apr  9 04:05:31 <local0.info> 192.168.101.5 04/09/2021:04:05:31 GMT VPX-13 0-PPE-0 : default AAA Message 87524 0 :  "AAA LOGIN DHT: updating entry for user: <nsroot>, flags=0x6, otp=<0>" 
Apr  9 04:05:31 <local0.info> 192.168.101.5 04/09/2021:04:05:31 GMT VPX-13 0-PPE-0 : default AAA Message 87525 0 :  "AAA LOGIN DHT: updated entry for user: <nsroot>, flags=0x0, cur attempts=<0> max attempts=<0>, lock duration=<1>" 
Apr  9 04:05:31 <local0.info> 192.168.101.5 04/09/2021:04:05:31 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 87526 0 :  User nsroot - Remote_ip  - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:05:31 <local0.info> 192.168.101.5 04/09/2021:04:05:31 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 87527 0 :  User nsroot - Remote_ip  - Command "sftp-server" - Status "Success" 
Apr  9 04:05:34 <local0.info> 192.168.101.5 04/09/2021:04:05:34 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87528 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:05:48 <local0.info> 192.168.101.5 04/09/2021:04:05:48 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75929 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:06:02 <local0.info> 192.168.101.5 04/09/2021:04:06:02 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87533 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:06:07 <local0.info> 192.168.101.5 04/09/2021:04:06:07 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87534 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:06:08 <local0.info> 192.168.101.5 04/09/2021:04:06:08 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 87535 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87536 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75934 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol http" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87537 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol tcp" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87538 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol udp" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87539 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl vserver" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 87540 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75935 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat lb vserver" - Status "Success" 
Apr  9 04:06:10 <local0.info> 192.168.101.5 04/09/2021:04:06:10 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 75936 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol icmp" - Status "Success" 
